task_id,source_id,target_id,enabled
commons-9dedeb711b47__square-1536x1536,commons-9dedeb711b47,square-1536x1536,true
commons-a1cb5e9dca25__square-1536x1536,commons-a1cb5e9dca25,square-1536x1536,true
commons-a2e32c620668__square-1536x1536,commons-a2e32c620668,square-1536x1536,true
commons-a5253e172f22__square-1536x1536,commons-a5253e172f22,square-1536x1536,true
commons-a650de3f1142__square-1536x1536,commons-a650de3f1142,square-1536x1536,true
commons-a81adebe483b__square-1536x1536,commons-a81adebe483b,square-1536x1536,true
commons-adf6b2fcfd6c__square-1536x1536,commons-adf6b2fcfd6c,square-1536x1536,true
commons-ae0218b35b61__square-1536x1536,commons-ae0218b35b61,square-1536x1536,true
commons-afedec5457d6__square-1536x1536,commons-afedec5457d6,square-1536x1536,true
commons-b11f42253956__square-1536x1536,commons-b11f42253956,square-1536x1536,true
commons-b191e818f339__square-1536x1536,commons-b191e818f339,square-1536x1536,true
commons-b6bc55918c28__square-1536x1536,commons-b6bc55918c28,square-1536x1536,true
commons-b7735fbce58f__square-1536x1536,commons-b7735fbce58f,square-1536x1536,true
commons-b8e3c8be6e84__square-1536x1536,commons-b8e3c8be6e84,square-1536x1536,true
commons-b98515fbfe9d__square-1536x1536,commons-b98515fbfe9d,square-1536x1536,true
commons-bbf2dd91078e__square-1536x1536,commons-bbf2dd91078e,square-1536x1536,true
commons-bdfcfa2dce36__square-1536x1536,commons-bdfcfa2dce36,square-1536x1536,true
commons-c02718a7819e__square-1536x1536,commons-c02718a7819e,square-1536x1536,true
commons-c1e79e98033e__square-1536x1536,commons-c1e79e98033e,square-1536x1536,true
commons-c33b0d03044f__square-1536x1536,commons-c33b0d03044f,square-1536x1536,true
commons-c3f3eb99b0ec__square-1536x1536,commons-c3f3eb99b0ec,square-1536x1536,true
commons-c636d2ae6a85__square-1536x1536,commons-c636d2ae6a85,square-1536x1536,true
commons-c735a86bcd30__square-1536x1536,commons-c735a86bcd30,square-1536x1536,true
commons-c96fd317463d__square-1536x1536,commons-c96fd317463d,square-1536x1536,true
commons-c997168fd94e__square-1536x1536,commons-c997168fd94e,square-1536x1536,true
commons-d0875f01d9ab__square-1536x1536,commons-d0875f01d9ab,square-1536x1536,true
commons-d2b9e167d1eb__square-1536x1536,commons-d2b9e167d1eb,square-1536x1536,true
commons-d3299ecf3eca__square-1536x1536,commons-d3299ecf3eca,square-1536x1536,true
commons-d433ae1b04fe__square-1536x1536,commons-d433ae1b04fe,square-1536x1536,true
commons-d5afba75a88e__square-1536x1536,commons-d5afba75a88e,square-1536x1536,true
commons-d5f40d7cf825__square-1536x1536,commons-d5f40d7cf825,square-1536x1536,true
commons-d96769677c6e__square-1536x1536,commons-d96769677c6e,square-1536x1536,true
commons-df37e3459d1f__square-1536x1536,commons-df37e3459d1f,square-1536x1536,true
commons-e0c8e1be9bfb__square-1536x1536,commons-e0c8e1be9bfb,square-1536x1536,true
commons-e11baa2fbf01__square-1536x1536,commons-e11baa2fbf01,square-1536x1536,true
commons-e498ce147617__square-1536x1536,commons-e498ce147617,square-1536x1536,true
commons-e62078f0701e__square-1536x1536,commons-e62078f0701e,square-1536x1536,true
commons-e9da2f686444__square-1536x1536,commons-e9da2f686444,square-1536x1536,true
commons-ebfd87195ef7__square-1536x1536,commons-ebfd87195ef7,square-1536x1536,true
commons-ed4d948d26bd__square-1536x1536,commons-ed4d948d26bd,square-1536x1536,true
commons-f26162333b97__square-1536x1536,commons-f26162333b97,square-1536x1536,true
commons-f3069587cbf0__square-1536x1536,commons-f3069587cbf0,square-1536x1536,true
commons-f3282efd161c__square-1536x1536,commons-f3282efd161c,square-1536x1536,true
commons-f347e9cc1005__square-1536x1536,commons-f347e9cc1005,square-1536x1536,true
commons-fa6ac3ac35c5__square-1536x1536,commons-fa6ac3ac35c5,square-1536x1536,true
commons-fba09d9c4f26__square-1536x1536,commons-fba09d9c4f26,square-1536x1536,true
commons-fc7f60145135__square-1536x1536,commons-fc7f60145135,square-1536x1536,true
commons-fd2138334e2b__square-1536x1536,commons-fd2138334e2b,square-1536x1536,true
commons-fd67d6220e1c__square-1536x1536,commons-fd67d6220e1c,square-1536x1536,true
oi-00075905539074f2__square-1536x1536,oi-00075905539074f2,square-1536x1536,true
oi-0007cebe1b2ba653__square-1536x1536,oi-0007cebe1b2ba653,square-1536x1536,true
oi-000a045a0715d64d__square-1536x1536,oi-000a045a0715d64d,square-1536x1536,true
oi-000a1249af2bc5f0__square-1536x1536,oi-000a1249af2bc5f0,square-1536x1536,true
oi-0013e81caff9a7b2__square-1536x1536,oi-0013e81caff9a7b2,square-1536x1536,true
oi-0013ea2087020901__square-1536x1536,oi-0013ea2087020901,square-1536x1536,true
oi-00141571d986d241__square-1536x1536,oi-00141571d986d241,square-1536x1536,true
oi-00146ba1e50ed8d8__square-1536x1536,oi-00146ba1e50ed8d8,square-1536x1536,true
oi-00173afdc7581c41__square-1536x1536,oi-00173afdc7581c41,square-1536x1536,true
oi-001840a807e454c7__square-1536x1536,oi-001840a807e454c7,square-1536x1536,true
oi-001997021f01f208__square-1536x1536,oi-001997021f01f208,square-1536x1536,true
oi-001a809ad40a2f84__square-1536x1536,oi-001a809ad40a2f84,square-1536x1536,true
oi-0022ecd6f681bed6__square-1536x1536,oi-0022ecd6f681bed6,square-1536x1536,true
oi-002b0dc60b1068a9__square-1536x1536,oi-002b0dc60b1068a9,square-1536x1536,true
oi-003232584a062b07__square-1536x1536,oi-003232584a062b07,square-1536x1536,true
oi-0035a4bfeda1b637__square-1536x1536,oi-0035a4bfeda1b637,square-1536x1536,true
oi-0035a5f752a459e1__square-1536x1536,oi-0035a5f752a459e1,square-1536x1536,true
oi-00361cb81ebf27c3__square-1536x1536,oi-00361cb81ebf27c3,square-1536x1536,true
oi-003a5aaf6d17c917__square-1536x1536,oi-003a5aaf6d17c917,square-1536x1536,true
oi-0040009ad56c2bc2__square-1536x1536,oi-0040009ad56c2bc2,square-1536x1536,true
oi-0047534bb816eb48__square-1536x1536,oi-0047534bb816eb48,square-1536x1536,true
oi-004e21eb2e686f40__square-1536x1536,oi-004e21eb2e686f40,square-1536x1536,true
oi-00575b9132bb3746__square-1536x1536,oi-00575b9132bb3746,square-1536x1536,true
oi-0064b73c505e39e3__square-1536x1536,oi-0064b73c505e39e3,square-1536x1536,true
oi-0065e1098f7a353b__square-1536x1536,oi-0065e1098f7a353b,square-1536x1536,true
oi-006c8ac9b5e6906a__square-1536x1536,oi-006c8ac9b5e6906a,square-1536x1536,true
oi-006f87bf928f9ba3__square-1536x1536,oi-006f87bf928f9ba3,square-1536x1536,true
oi-007170add0cfe316__square-1536x1536,oi-007170add0cfe316,square-1536x1536,true
oi-00723dac8201a83e__square-1536x1536,oi-00723dac8201a83e,square-1536x1536,true
oi-00770ee8f5ad87ef__square-1536x1536,oi-00770ee8f5ad87ef,square-1536x1536,true
oi-00794645d77184eb__square-1536x1536,oi-00794645d77184eb,square-1536x1536,true
oi-008216e31b1aecf0__square-1536x1536,oi-008216e31b1aecf0,square-1536x1536,true
oi-0082b95745cb8ed5__square-1536x1536,oi-0082b95745cb8ed5,square-1536x1536,true
oi-008637722500f239__square-1536x1536,oi-008637722500f239,square-1536x1536,true
oi-0089b8f6212315ec__square-1536x1536,oi-0089b8f6212315ec,square-1536x1536,true
oi-00a36f96e31731c4__square-1536x1536,oi-00a36f96e31731c4,square-1536x1536,true
oi-00b29a6f872b1e1d__square-1536x1536,oi-00b29a6f872b1e1d,square-1536x1536,true
oi-00b4064b073e51f3__square-1536x1536,oi-00b4064b073e51f3,square-1536x1536,true
oi-00c8ef9bf591f4fb__square-1536x1536,oi-00c8ef9bf591f4fb,square-1536x1536,true
oi-00c9616a917be867__square-1536x1536,oi-00c9616a917be867,square-1536x1536,true
oi-00cdf56c63191fd3__square-1536x1536,oi-00cdf56c63191fd3,square-1536x1536,true
oi-00d33e05424ff8cc__square-1536x1536,oi-00d33e05424ff8cc,square-1536x1536,true
oi-00dc0530e6779ca6__square-1536x1536,oi-00dc0530e6779ca6,square-1536x1536,true
oi-00e1d2263a7ec1e8__square-1536x1536,oi-00e1d2263a7ec1e8,square-1536x1536,true
oi-00e36460e7a9adde__square-1536x1536,oi-00e36460e7a9adde,square-1536x1536,true
oi-00e8e1122ed9f31c__square-1536x1536,oi-00e8e1122ed9f31c,square-1536x1536,true
oi-00e9084d1bc8e0ea__square-1536x1536,oi-00e9084d1bc8e0ea,square-1536x1536,true
oi-00f3dbbbf5bdf2cf__square-1536x1536,oi-00f3dbbbf5bdf2cf,square-1536x1536,true
oi-00f695485d605b32__square-1536x1536,oi-00f695485d605b32,square-1536x1536,true
oi-00fe1cf6d7237787__square-1536x1536,oi-00fe1cf6d7237787,square-1536x1536,true
oi-00fe64cf0eedb1cb__square-1536x1536,oi-00fe64cf0eedb1cb,square-1536x1536,true
oi-00fe973a8f588379__square-1536x1536,oi-00fe973a8f588379,square-1536x1536,true
oi-010374db88064834__square-1536x1536,oi-010374db88064834,square-1536x1536,true
oi-01125dd72c09cc5a__square-1536x1536,oi-01125dd72c09cc5a,square-1536x1536,true
oi-0116632f904277c7__square-1536x1536,oi-0116632f904277c7,square-1536x1536,true
oi-0117384aefaba521__square-1536x1536,oi-0117384aefaba521,square-1536x1536,true
oi-0118c9c3bb046cb1__square-1536x1536,oi-0118c9c3bb046cb1,square-1536x1536,true
oi-0124faec67465fe5__square-1536x1536,oi-0124faec67465fe5,square-1536x1536,true
oi-01277c0c1623035f__square-1536x1536,oi-01277c0c1623035f,square-1536x1536,true
oi-012bfb1d9f9afc48__square-1536x1536,oi-012bfb1d9f9afc48,square-1536x1536,true
oi-012dc31b561d4214__square-1536x1536,oi-012dc31b561d4214,square-1536x1536,true
oi-0136f7c2e62f46ca__square-1536x1536,oi-0136f7c2e62f46ca,square-1536x1536,true
oi-013e4b54ccdf22aa__square-1536x1536,oi-013e4b54ccdf22aa,square-1536x1536,true
oi-01439856e567bc4e__square-1536x1536,oi-01439856e567bc4e,square-1536x1536,true
oi-0148fb9a454a9bd0__square-1536x1536,oi-0148fb9a454a9bd0,square-1536x1536,true
oi-01491bf840ae9939__square-1536x1536,oi-01491bf840ae9939,square-1536x1536,true
oi-014d85b26445629d__square-1536x1536,oi-014d85b26445629d,square-1536x1536,true
oi-01585331c93c424e__square-1536x1536,oi-01585331c93c424e,square-1536x1536,true
oi-015b32cb4975e12f__square-1536x1536,oi-015b32cb4975e12f,square-1536x1536,true
oi-0175f160ca091e7e__square-1536x1536,oi-0175f160ca091e7e,square-1536x1536,true
oi-0177ba1593d54279__square-1536x1536,oi-0177ba1593d54279,square-1536x1536,true
oi-017b690dbb7552db__square-1536x1536,oi-017b690dbb7552db,square-1536x1536,true
oi-0180e1bbb7a3bfa4__square-1536x1536,oi-0180e1bbb7a3bfa4,square-1536x1536,true
oi-0182bd2e43596b71__square-1536x1536,oi-0182bd2e43596b71,square-1536x1536,true
oi-01877d79c356fad3__square-1536x1536,oi-01877d79c356fad3,square-1536x1536,true
oi-018d4a117c1d7e16__square-1536x1536,oi-018d4a117c1d7e16,square-1536x1536,true
oi-019347cc4772963d__square-1536x1536,oi-019347cc4772963d,square-1536x1536,true
oi-0196192f66f831b4__square-1536x1536,oi-0196192f66f831b4,square-1536x1536,true
oi-0197df7725980004__square-1536x1536,oi-0197df7725980004,square-1536x1536,true
oi-019a3d18cb357cf3__square-1536x1536,oi-019a3d18cb357cf3,square-1536x1536,true
oi-019e5df10a052b49__square-1536x1536,oi-019e5df10a052b49,square-1536x1536,true
oi-01a6c89f9885d483__square-1536x1536,oi-01a6c89f9885d483,square-1536x1536,true
oi-01a89173a0001efc__square-1536x1536,oi-01a89173a0001efc,square-1536x1536,true
oi-01ab773186c630c4__square-1536x1536,oi-01ab773186c630c4,square-1536x1536,true
oi-01ada3c0d980be5e__square-1536x1536,oi-01ada3c0d980be5e,square-1536x1536,true
oi-01ba306be0fb6e3b__square-1536x1536,oi-01ba306be0fb6e3b,square-1536x1536,true
oi-01c04124383a9a02__square-1536x1536,oi-01c04124383a9a02,square-1536x1536,true
oi-01ce6a0b84b8ab22__square-1536x1536,oi-01ce6a0b84b8ab22,square-1536x1536,true
oi-01dc49e587b180a4__square-1536x1536,oi-01dc49e587b180a4,square-1536x1536,true
oi-01ddeb11bfaf908a__square-1536x1536,oi-01ddeb11bfaf908a,square-1536x1536,true
oi-01e30a3f0668d33e__square-1536x1536,oi-01e30a3f0668d33e,square-1536x1536,true
oi-01e714e8fbbc0d0c__square-1536x1536,oi-01e714e8fbbc0d0c,square-1536x1536,true
oi-01e8509529aac2b8__square-1536x1536,oi-01e8509529aac2b8,square-1536x1536,true
oi-01ee42781d6ac0bc__square-1536x1536,oi-01ee42781d6ac0bc,square-1536x1536,true
oi-01f26ca52e27a8d9__square-1536x1536,oi-01f26ca52e27a8d9,square-1536x1536,true
oi-01f5efed4dfda77e__square-1536x1536,oi-01f5efed4dfda77e,square-1536x1536,true
oi-01f8886b50a031a1__square-1536x1536,oi-01f8886b50a031a1,square-1536x1536,true
oi-020cd988e71b87bf__square-1536x1536,oi-020cd988e71b87bf,square-1536x1536,true
oi-020ec13b99e2bf0c__square-1536x1536,oi-020ec13b99e2bf0c,square-1536x1536,true
oi-020feca9b536f1fe__square-1536x1536,oi-020feca9b536f1fe,square-1536x1536,true
oi-02121a19fc3a6e63__square-1536x1536,oi-02121a19fc3a6e63,square-1536x1536,true
oi-022caa5e84da4026__square-1536x1536,oi-022caa5e84da4026,square-1536x1536,true
oi-0231a6350d53e54f__square-1536x1536,oi-0231a6350d53e54f,square-1536x1536,true
oi-023600db0b78ac52__square-1536x1536,oi-023600db0b78ac52,square-1536x1536,true
oi-023a57536e17b7b1__square-1536x1536,oi-023a57536e17b7b1,square-1536x1536,true
oi-02400d99c2eaf5cc__square-1536x1536,oi-02400d99c2eaf5cc,square-1536x1536,true
oi-024f0e5cc2e7b405__square-1536x1536,oi-024f0e5cc2e7b405,square-1536x1536,true
oi-0251452642908e43__square-1536x1536,oi-0251452642908e43,square-1536x1536,true
oi-025e3864b9d93d5b__square-1536x1536,oi-025e3864b9d93d5b,square-1536x1536,true
oi-02608695ddead637__square-1536x1536,oi-02608695ddead637,square-1536x1536,true
oi-026d6e165412d914__square-1536x1536,oi-026d6e165412d914,square-1536x1536,true
oi-026fa3777c04b863__square-1536x1536,oi-026fa3777c04b863,square-1536x1536,true
oi-02717d30304f4849__square-1536x1536,oi-02717d30304f4849,square-1536x1536,true
oi-02718fa0885fd7de__square-1536x1536,oi-02718fa0885fd7de,square-1536x1536,true
oi-02760ace01bd113f__square-1536x1536,oi-02760ace01bd113f,square-1536x1536,true
oi-02a0f2858f27a7ba__square-1536x1536,oi-02a0f2858f27a7ba,square-1536x1536,true
oi-02b7e70979560df7__square-1536x1536,oi-02b7e70979560df7,square-1536x1536,true
oi-02f42085acfad7bc__square-1536x1536,oi-02f42085acfad7bc,square-1536x1536,true
oi-02f5d2bc887486c6__square-1536x1536,oi-02f5d2bc887486c6,square-1536x1536,true
oi-02fcc80210b7cd5b__square-1536x1536,oi-02fcc80210b7cd5b,square-1536x1536,true
oi-02fdb72974ad9fab__square-1536x1536,oi-02fdb72974ad9fab,square-1536x1536,true
oi-030033e1b4137e3b__square-1536x1536,oi-030033e1b4137e3b,square-1536x1536,true
oi-03006368ed61dbea__square-1536x1536,oi-03006368ed61dbea,square-1536x1536,true
oi-0303ef7b037b5ecb__square-1536x1536,oi-0303ef7b037b5ecb,square-1536x1536,true
oi-0305a25d76378afd__square-1536x1536,oi-0305a25d76378afd,square-1536x1536,true
oi-031244297d177089__square-1536x1536,oi-031244297d177089,square-1536x1536,true
oi-03149748e8cf56bb__square-1536x1536,oi-03149748e8cf56bb,square-1536x1536,true
oi-032518c7e3660911__square-1536x1536,oi-032518c7e3660911,square-1536x1536,true
oi-0344cade36bbd4f4__square-1536x1536,oi-0344cade36bbd4f4,square-1536x1536,true
oi-03457334cfcf9fbe__square-1536x1536,oi-03457334cfcf9fbe,square-1536x1536,true
oi-036e266b8e97fd2f__square-1536x1536,oi-036e266b8e97fd2f,square-1536x1536,true
oi-03793a9d2a2eab25__square-1536x1536,oi-03793a9d2a2eab25,square-1536x1536,true
oi-037d936048132a4c__square-1536x1536,oi-037d936048132a4c,square-1536x1536,true
oi-038d1dae9fc162d4__square-1536x1536,oi-038d1dae9fc162d4,square-1536x1536,true
oi-038ee0bf31929792__square-1536x1536,oi-038ee0bf31929792,square-1536x1536,true
oi-039782bb88d38690__square-1536x1536,oi-039782bb88d38690,square-1536x1536,true
oi-039beb511fd1e7f7__square-1536x1536,oi-039beb511fd1e7f7,square-1536x1536,true
oi-03a01d01661c6600__square-1536x1536,oi-03a01d01661c6600,square-1536x1536,true
oi-03abc39ad2c14097__square-1536x1536,oi-03abc39ad2c14097,square-1536x1536,true
oi-03c3bda85937a846__square-1536x1536,oi-03c3bda85937a846,square-1536x1536,true
oi-03e1ad04a7e40cd9__square-1536x1536,oi-03e1ad04a7e40cd9,square-1536x1536,true
oi-03e2cc8f5547bcbe__square-1536x1536,oi-03e2cc8f5547bcbe,square-1536x1536,true
oi-03f4455ac2a4276a__square-1536x1536,oi-03f4455ac2a4276a,square-1536x1536,true
oi-040bd591585d0e6b__square-1536x1536,oi-040bd591585d0e6b,square-1536x1536,true
oi-043f3655deab6e7c__square-1536x1536,oi-043f3655deab6e7c,square-1536x1536,true
oi-044d67706dcffdf4__square-1536x1536,oi-044d67706dcffdf4,square-1536x1536,true
oi-0464ee3cb962d00a__square-1536x1536,oi-0464ee3cb962d00a,square-1536x1536,true
oi-047a4ca05dfd63a9__square-1536x1536,oi-047a4ca05dfd63a9,square-1536x1536,true
oi-047e855c8b295d93__square-1536x1536,oi-047e855c8b295d93,square-1536x1536,true
oi-0486a16c2b463778__square-1536x1536,oi-0486a16c2b463778,square-1536x1536,true
oi-0490dbf686cc0da2__square-1536x1536,oi-0490dbf686cc0da2,square-1536x1536,true
oi-04b1367c2c475c5a__square-1536x1536,oi-04b1367c2c475c5a,square-1536x1536,true
oi-04bed9439a2fb06f__square-1536x1536,oi-04bed9439a2fb06f,square-1536x1536,true
oi-04c885f01aba9de1__square-1536x1536,oi-04c885f01aba9de1,square-1536x1536,true
oi-04ccb05e32dc45de__square-1536x1536,oi-04ccb05e32dc45de,square-1536x1536,true
oi-04d9284ebdc41aeb__square-1536x1536,oi-04d9284ebdc41aeb,square-1536x1536,true
oi-04e310af546ec9d0__square-1536x1536,oi-04e310af546ec9d0,square-1536x1536,true
oi-04e3bee2eeaf280e__square-1536x1536,oi-04e3bee2eeaf280e,square-1536x1536,true
oi-0501fd5de7111b6e__square-1536x1536,oi-0501fd5de7111b6e,square-1536x1536,true
oi-0517736a244ca1a0__square-1536x1536,oi-0517736a244ca1a0,square-1536x1536,true
oi-051ea30a7abae758__square-1536x1536,oi-051ea30a7abae758,square-1536x1536,true
oi-0543ad6f9b0f0927__square-1536x1536,oi-0543ad6f9b0f0927,square-1536x1536,true
oi-0572b61a4613221d__square-1536x1536,oi-0572b61a4613221d,square-1536x1536,true
oi-060837af11d323b9__square-1536x1536,oi-060837af11d323b9,square-1536x1536,true
oi-08a47224dca15408__square-1536x1536,oi-08a47224dca15408,square-1536x1536,true
oi-08b38afe6c5fa6cc__square-1536x1536,oi-08b38afe6c5fa6cc,square-1536x1536,true
oi-09d7e1defc5c7e9c__square-1536x1536,oi-09d7e1defc5c7e9c,square-1536x1536,true
oi-0a9ff75a7897e757__square-1536x1536,oi-0a9ff75a7897e757,square-1536x1536,true
oi-0c8f84c8315e1d50__square-1536x1536,oi-0c8f84c8315e1d50,square-1536x1536,true
oi-0dd0335c8cfd2ddf__square-1536x1536,oi-0dd0335c8cfd2ddf,square-1536x1536,true
oi-0febb73bc4cda56e__square-1536x1536,oi-0febb73bc4cda56e,square-1536x1536,true
oi-13b6289aef7a24b7__square-1536x1536,oi-13b6289aef7a24b7,square-1536x1536,true
oi-15c473ae47357d22__square-1536x1536,oi-15c473ae47357d22,square-1536x1536,true
oi-15ccd56ce2ca073c__square-1536x1536,oi-15ccd56ce2ca073c,square-1536x1536,true
oi-16315ea0ef47c830__square-1536x1536,oi-16315ea0ef47c830,square-1536x1536,true
