source_id,split,scene_category,upstream_dataset,upstream_id,official_source,license_evidence_url,license,author,expected_width,expected_height,difficulty_tier,resolution_review_status,license_review_status,scene_review_status,content_safety_status,duplicate_review_status,review_status,review_notes
commons-1e63fe815c77,held-out240,chinese_dense_poster,wikimedia_commons,File:Sunflower Movement 立法院青島東路側門鐵門上的海報 (13299823645).jpg,https://commons.wikimedia.org/wiki/File:Sunflower_Movement_%E7%AB%8B%E6%B3%95%E9%99%A2%E9%9D%92%E5%B3%B6%E6%9D%B1%E8%B7%AF%E5%81%B4%E9%96%80%E9%90%B5%E9%96%80%E4%B8%8A%E7%9A%84%E6%B5%B7%E5%A0%B1_(13299823645).jpg,https://commons.wikimedia.org/wiki/File:Sunflower_Movement_%E7%AB%8B%E6%B3%95%E9%99%A2%E9%9D%92%E5%B3%B6%E6%9D%B1%E8%B7%AF%E5%81%B4%E9%96%80%E9%90%B5%E9%96%80%E4%B8%8A%E7%9A%84%E6%B5%B7%E5%A0%B1_(13299823645).jpg#Licensing,CC BY-SA 2.0,"tenz1225 from Taipei, Taiwan",3080,5472,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-1f3ce98efe7c,held-out240,landscape_architecture_structure,wikimedia_commons,"File:Building back façade, Avenida de Roma, Lisbon, Portugal julesvernex2.jpg","https://commons.wikimedia.org/wiki/File:Building_back_fa%C3%A7ade,_Avenida_de_Roma,_Lisbon,_Portugal_julesvernex2.jpg","https://commons.wikimedia.org/wiki/File:Building_back_fa%C3%A7ade,_Avenida_de_Roma,_Lisbon,_Portugal_julesvernex2.jpg#Licensing",CC BY-SA 4.0,Jules Verne Times Two,2098,4199,aspect_hard_2,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-1f6aee8e4b8d,pilot60,multi_product_commercial,wikimedia_commons,File:Korea Sale Festa 12 (30024167426).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_12_(30024167426).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_12_(30024167426).jpg#Licensing,CC BY-SA 2.0,"Republic of Korea from Seoul, Republic of Korea",5166,3054,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-2464953bad03,held-out240,chinese_dense_poster,wikimedia_commons,File:Kartás di filmi Tibaron (Film poster for Jaws).png,https://commons.wikimedia.org/wiki/File:Kart%C3%A1s_di_filmi_Tibaron_(Film_poster_for_Jaws).png,https://commons.wikimedia.org/wiki/File:Kart%C3%A1s_di_filmi_Tibaron_(Film_poster_for_Jaws).png#Licensing,Public domain,Everett Collection / Everett Col,2395,3600,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-29752089e31d,held-out240,multi_product_commercial,wikimedia_commons,File:Korea Sale Festa 19 (29431510843).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_19_(29431510843).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_19_(29431510843).jpg#Licensing,CC BY-SA 2.0,"Republic of Korea from Seoul, Republic of Korea",3936,1968,aspect_hard_2,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-2a4e40da7cd9,held-out240,multi_product_commercial,wikimedia_commons,File:Korea Sale Festa 15 (29430686274).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_15_(29430686274).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_15_(29430686274).jpg#Licensing,CC BY-SA 2.0,"Republic of Korea from Seoul, Republic of Korea",3492,2226,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-2c7bc5de267b,held-out240,multi_product_commercial,wikimedia_commons,File:Healthful Effect of Gas Light Advertisement - DPLA - 57ec8d2cc2fe3ac065c942be157a9495.jpg,https://commons.wikimedia.org/wiki/File:Healthful_Effect_of_Gas_Light_Advertisement_-_DPLA_-_57ec8d2cc2fe3ac065c942be157a9495.jpg,https://commons.wikimedia.org/wiki/File:Healthful_Effect_of_Gas_Light_Advertisement_-_DPLA_-_57ec8d2cc2fe3ac065c942be157a9495.jpg#Licensing,Public domain,"This file was contributed to Wikimedia Commons by Science History Institute as part of a cooperation project. The donation was facilitated by the Digital Public Library of America , via its partner PA Digital . Record in source catalog DPLA identifier: 57ec8d2cc2fe3ac065c942be157a9495 Science History Institute identifier: padig:SHI-a2g5qfl",2355,4533,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-2fc910eb9d40,held-out240,multi_product_commercial,wikimedia_commons,File:Korea Sale Festa 02 (30024191346).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_02_(30024191346).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_02_(30024191346).jpg#Licensing,CC BY-SA 2.0,"Republic of Korea from Seoul, Republic of Korea",4590,2754,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-3349acd37038,held-out240,multi_product_commercial,wikimedia_commons,File:1928 Morinaga chocolate pamphlet.jpg,https://commons.wikimedia.org/wiki/File:1928_Morinaga_chocolate_pamphlet.jpg,https://commons.wikimedia.org/wiki/File:1928_Morinaga_chocolate_pamphlet.jpg#Licensing,Public domain,Morinaga,3660,1186,aspect_extreme,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-344b989117df,held-out240,landscape_architecture_structure,wikimedia_commons,File:(Venice) Hotel Principe - Facade on Grand Canal.jpg,https://commons.wikimedia.org/wiki/File:(Venice)_Hotel_Principe_-_Facade_on_Grand_Canal.jpg,https://commons.wikimedia.org/wiki/File:(Venice)_Hotel_Principe_-_Facade_on_Grand_Canal.jpg#Licensing,CC BY-SA 4.0,Didier Descouens,10517,5401,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-38daa7762286,pilot60,complex_mixed,wikimedia_commons,File:DFC 1745 A busy open-air market stall where vendors wearing gloves handle and package fresh raw chicken pieces for customers with other market shoppers and colorful produce stalls visible in the background.jpg,https://commons.wikimedia.org/wiki/File:DFC_1745_A_busy_open-air_market_stall_where_vendors_wearing_gloves_handle_and_package_fresh_raw_chicken_pieces_for_customers_with_other_market_shoppers_and_colorful_produce_stalls_visible_in_the_background.jpg,https://commons.wikimedia.org/wiki/File:DFC_1745_A_busy_open-air_market_stall_where_vendors_wearing_gloves_handle_and_package_fresh_raw_chicken_pieces_for_customers_with_other_market_shoppers_and_colorful_produce_stalls_visible_in_the_background.jpg#Licensing,CC BY-SA 4.0,PattayaPatrol,5568,3712,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-3fb624de8d78,held-out240,chinese_dense_poster,wikimedia_commons,File:08.13 「同慶之旅」總統參訪雷根圖書館，在雷根總統的海報前聆聽解說 (29083765327).jpg,https://commons.wikimedia.org/wiki/File:08.13_%E3%80%8C%E5%90%8C%E6%85%B6%E4%B9%8B%E6%97%85%E3%80%8D%E7%B8%BD%E7%B5%B1%E5%8F%83%E8%A8%AA%E9%9B%B7%E6%A0%B9%E5%9C%96%E6%9B%B8%E9%A4%A8%EF%BC%8C%E5%9C%A8%E9%9B%B7%E6%A0%B9%E7%B8%BD%E7%B5%B1%E7%9A%84%E6%B5%B7%E5%A0%B1%E5%89%8D%E8%81%86%E8%81%BD%E8%A7%A3%E8%AA%AA_(29083765327).jpg,https://commons.wikimedia.org/wiki/File:08.13_%E3%80%8C%E5%90%8C%E6%85%B6%E4%B9%8B%E6%97%85%E3%80%8D%E7%B8%BD%E7%B5%B1%E5%8F%83%E8%A8%AA%E9%9B%B7%E6%A0%B9%E5%9C%96%E6%9B%B8%E9%A4%A8%EF%BC%8C%E5%9C%A8%E9%9B%B7%E6%A0%B9%E7%B8%BD%E7%B5%B1%E7%9A%84%E6%B5%B7%E5%A0%B1%E5%89%8D%E8%81%86%E8%81%BD%E8%A7%A3%E8%AA%AA_(29083765327).jpg#Licensing,CC BY 2.0,總統府,2048,1365,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-4120c53134c1,held-out240,chinese_dense_poster,wikimedia_commons,"File:Communist China in 1952 art, from- China Mainland Today - NARA - 5729930 (cropped).jpg","https://commons.wikimedia.org/wiki/File:Communist_China_in_1952_art,_from-_China_Mainland_Today_-_NARA_-_5729930_(cropped).jpg","https://commons.wikimedia.org/wiki/File:Communist_China_in_1952_art,_from-_China_Mainland_Today_-_NARA_-_5729930_(cropped).jpg#Licensing",Public domain,Unknown author Unknown author or not provided,1877,932,aspect_hard_2,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-41c2f0b67cea,held-out240,chinese_dense_poster,wikimedia_commons,File:Freedom shall prevail! - DPLA - b0c9b437727d3a683688c8a4860772b5.jpg,https://commons.wikimedia.org/wiki/File:Freedom_shall_prevail!_-_DPLA_-_b0c9b437727d3a683688c8a4860772b5.jpg,https://commons.wikimedia.org/wiki/File:Freedom_shall_prevail!_-_DPLA_-_b0c9b437727d3a683688c8a4860772b5.jpg#Licensing,Public domain,"This file was contributed to Wikimedia Commons by Illinois State University as part of a cooperation project. The donation was facilitated by the Digital Public Library of America , via its partner Illinois Digital Heritage Hub . Record in source catalog DPLA identifier: b0c9b437727d3a683688c8a4860772b5",8996,5958,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-41da0a41ce89,pilot60,chinese_dense_poster,wikimedia_commons,File:2017福州三中社巡-社团海报.jpg,https://commons.wikimedia.org/wiki/File:2017%E7%A6%8F%E5%B7%9E%E4%B8%89%E4%B8%AD%E7%A4%BE%E5%B7%A1-%E7%A4%BE%E5%9B%A2%E6%B5%B7%E6%8A%A5.jpg,https://commons.wikimedia.org/wiki/File:2017%E7%A6%8F%E5%B7%9E%E4%B8%89%E4%B8%AD%E7%A4%BE%E5%B7%A1-%E7%A4%BE%E5%9B%A2%E6%B5%B7%E6%8A%A5.jpg#Licensing,CC BY-SA 4.0,Cyclohexane233,4160,2340,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-4347ff882f64,held-out240,multi_person,wikimedia_commons,File:A group of people wait for California condors to take their first flights in the wild (54031835089).jpg,https://commons.wikimedia.org/wiki/File:A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_(54031835089).jpg,https://commons.wikimedia.org/wiki/File:A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_(54031835089).jpg#Licensing,Public domain,BLMArizona,4800,3200,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-454d6f3d43ed,held-out240,multi_product_commercial,wikimedia_commons,File:Korea Sale Festa 16 (29431519063).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_16_(29431519063).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_16_(29431519063).jpg#Licensing,CC BY-SA 2.0,"Republic of Korea from Seoul, Republic of Korea",4572,2490,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-48008889c8fa,held-out240,chinese_dense_poster,wikimedia_commons,File:Ideas. . . . A Power for Peace - NARA - 5729973.jpg,https://commons.wikimedia.org/wiki/File:Ideas._._._._A_Power_for_Peace_-_NARA_-_5729973.jpg,https://commons.wikimedia.org/wiki/File:Ideas._._._._A_Power_for_Peace_-_NARA_-_5729973.jpg#Licensing,Public domain,Unknown author Unknown author or not provided,1967,3000,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-4afd4d060d0c,held-out240,complex_mixed,wikimedia_commons,File:DFC 1430 A busy street market stall showcasing indigo-dyed clothing on mannequins and racks while pedestrians and motorbikes pass by.jpg,https://commons.wikimedia.org/wiki/File:DFC_1430_A_busy_street_market_stall_showcasing_indigo-dyed_clothing_on_mannequins_and_racks_while_pedestrians_and_motorbikes_pass_by.jpg,https://commons.wikimedia.org/wiki/File:DFC_1430_A_busy_street_market_stall_showcasing_indigo-dyed_clothing_on_mannequins_and_racks_while_pedestrians_and_motorbikes_pass_by.jpg#Licensing,CC BY-SA 4.0,PattayaPatrol,5568,3712,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-4cdcd0c245e8,held-out240,multi_product_commercial,wikimedia_commons,File:Korea Sale Festa 06 (29811230403).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_06_(29811230403).jpg,https://commons.wikimedia.org/wiki/File:Korea_Sale_Festa_06_(29811230403).jpg#Licensing,CC BY-SA 2.0,"Republic of Korea from Seoul, Republic of Korea",4998,3060,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-4cdf688a2e09,held-out240,single_product_promo,wikimedia_commons,File:Jean d'Ylen - Poster Bière Allary.jpg,https://commons.wikimedia.org/wiki/File:Jean_d%27Ylen_-_Poster_Bi%C3%A8re_Allary.jpg,https://commons.wikimedia.org/wiki/File:Jean_d%27Ylen_-_Poster_Bi%C3%A8re_Allary.jpg#Licensing,Public domain,Jean d’Ylen,800,1214,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-4d1614f4ed03,held-out240,chinese_dense_poster,wikimedia_commons,File:Poster against Alice Roosevelt Longworth in Chinese Boycott of 1905.jpg,https://commons.wikimedia.org/wiki/File:Poster_against_Alice_Roosevelt_Longworth_in_Chinese_Boycott_of_1905.jpg,https://commons.wikimedia.org/wiki/File:Poster_against_Alice_Roosevelt_Longworth_in_Chinese_Boycott_of_1905.jpg#Licensing,Public domain,Unknown author Unknown author,500,766,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-50f10beadb5f,held-out240,complex_mixed,wikimedia_commons,File:DFC 1946 Night market scene along a busy street food vendors and brightly lit shops attract people milling under awnings and neon signs.jpg,https://commons.wikimedia.org/wiki/File:DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg,https://commons.wikimedia.org/wiki/File:DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg#Licensing,CC BY-SA 4.0,PattayaPatrol,5568,3712,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-52a30487d653,pilot60,chinese_dense_poster,wikimedia_commons,File:COVID-19 Posters in Guangzhou Liwan Westmin Plaza 20210621.jpg,https://commons.wikimedia.org/wiki/File:COVID-19_Posters_in_Guangzhou_Liwan_Westmin_Plaza_20210621.jpg,https://commons.wikimedia.org/wiki/File:COVID-19_Posters_in_Guangzhou_Liwan_Westmin_Plaza_20210621.jpg#Licensing,CC BY-SA 4.0,中少,2592,4608,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-5370b111e49f,held-out240,chinese_dense_poster,wikimedia_commons,File:2013大连春季沙龙海报找不同.JPG,https://commons.wikimedia.org/wiki/File:2013%E5%A4%A7%E8%BF%9E%E6%98%A5%E5%AD%A3%E6%B2%99%E9%BE%99%E6%B5%B7%E6%8A%A5%E6%89%BE%E4%B8%8D%E5%90%8C.JPG,https://commons.wikimedia.org/wiki/File:2013%E5%A4%A7%E8%BF%9E%E6%98%A5%E5%AD%A3%E6%B2%99%E9%BE%99%E6%B5%B7%E6%8A%A5%E6%89%BE%E4%B8%8D%E5%90%8C.JPG#Licensing,CC BY-SA 3.0,2q1w2007,2080,1344,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-57baeffae940,held-out240,chinese_dense_poster,wikimedia_commons,File:Sunflower Movement 立法院青島東路側門鐵門上的海報 (13300186334).jpg,https://commons.wikimedia.org/wiki/File:Sunflower_Movement_%E7%AB%8B%E6%B3%95%E9%99%A2%E9%9D%92%E5%B3%B6%E6%9D%B1%E8%B7%AF%E5%81%B4%E9%96%80%E9%90%B5%E9%96%80%E4%B8%8A%E7%9A%84%E6%B5%B7%E5%A0%B1_(13300186334).jpg,https://commons.wikimedia.org/wiki/File:Sunflower_Movement_%E7%AB%8B%E6%B3%95%E9%99%A2%E9%9D%92%E5%B3%B6%E6%9D%B1%E8%B7%AF%E5%81%B4%E9%96%80%E9%90%B5%E9%96%80%E4%B8%8A%E7%9A%84%E6%B5%B7%E5%A0%B1_(13300186334).jpg#Licensing,CC BY-SA 2.0,"tenz1225 from Taipei, Taiwan",3080,5472,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-5835540f49a3,held-out240,multi_person,wikimedia_commons,File:A group of people at the Flagstaff wild horse and burro event (54706220359).jpg,https://commons.wikimedia.org/wiki/File:A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_(54706220359).jpg,https://commons.wikimedia.org/wiki/File:A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_(54706220359).jpg#Licensing,Public domain,BLMArizona,5760,3840,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
commons-5bd2a6c868c7,held-out240,chinese_dense_poster,wikimedia_commons,File:Allies for World Peace - NARA - 5729907.jpg,https://commons.wikimedia.org/wiki/File:Allies_for_World_Peace_-_NARA_-_5729907.jpg,https://commons.wikimedia.org/wiki/File:Allies_for_World_Peace_-_NARA_-_5729907.jpg#Licensing,Public domain,Unknown author Unknown author or not provided,1984,3000,aspect_hard_1,pending_pixel_download,pending_file_page_review,pending_thumbnail_review,pending_thumbnail_review,pending_phash_review,pending,"Auto-discovered candidate; exact File title frozen, not publication-approved."
