source_id,proposed_scene,decision,final_scene,scene_confirmed,safety_confirmed,real_world_confirmed,non_fixture_confirmed,license_review_status,non_copyright_review_status,api_egress_allowed,reviewer,review_reason
commons-3349acd37038,multi_product_commercial,select_pilot,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_product_commercial eligible overview 01; a very wide real digitized chocolate product pamphlet with multiple items and copy; public-domain evidence reviewed.
commons-0737b43c3bc0,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a real public festival crowd with many distinct people; CC attribution and non-sensitive context reviewed.
commons-d5f40d7cf825,multi_product_commercial,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed both on multi_product_commercial eligible overview 03 and at original thumbnail resolution then manually corrected; a real public-event group of eight adults with no sensitive context; CC attribution reviewed.
commons-3216896406ba,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a real public event group portrait of five adults; no sensitive context and CC attribution reviewed.
commons-4347ff882f64,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a real outdoor audience waiting at a public conservation event; public-domain evidence reviewed.
commons-48a6f31dbbef,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a real public event group photograph of adults; CC0 evidence and non-sensitive context reviewed.
commons-52cbc0eac6ae,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a real adult sports-team group photograph; attribution and public non-sensitive context reviewed.
commons-7b24a778b5d8,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a wide real training-room group with multiple adults; CC0 evidence reviewed.
commons-9762fcc385d9,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; a wide real public parade with several adult participants; CC attribution and non-sensitive context reviewed.
commons-9091eead3eeb,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; an extreme-width real public parade scene containing many people; CC attribution reviewed.
commons-ce49cdad548c,multi_person,select_pilot,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_person pilot overview 01; an extreme-width real public celebration crowd; public-event context and CC attribution reviewed.
commons-7936f4560f6a,portrait,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on portrait eligible overview 01; a real digitized historical portrait painting with one dominant adult subject; public-domain evidence reviewed.
commons-76336ac577c5,portrait,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on portrait eligible overview 01; a real digitized full-length historical photograph of one adult soldier; CC0 evidence reviewed.
commons-b4c97f5573e7,portrait,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on portrait eligible overview 01; a real digitized full-length historical portrait of one adult woman; CC0 evidence reviewed.
commons-e04c40323e2b,portrait,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on portrait eligible overview 01; a real digitized seated portrait of one adult cleric; CC0 evidence reviewed.
commons-b25ca43efcf4,multi_product_commercial,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_product_commercial eligible overview 02 and manually corrected; one adult is the clear portrait subject; public-event context and attribution reviewed.
commons-366e7ba828af,portrait,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed both on portrait eligible overview 01 and at original thumbnail resolution; a real digitized full-length historical portrait panel with one adult subject; CC0 evidence reviewed.
commons-24d1924e861f,multi_product_commercial,select_pilot,portrait,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on multi_product_commercial eligible overview 03 and manually corrected; a tall real full-body portrait of one adult; CC attribution and public-event context reviewed.
commons-059eb0390ab4,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; an extreme-width real castle and bridge panorama with strong structural lines; no people sensitivity or risky trademark visible.
commons-250da3e21405,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; an extreme-width real monochrome city panorama with strong geometry; no sensitive people or risky marks visible.
commons-2fad2cd9e16b,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; an extreme-width real museum facade panorama with clear structural lines; safe API egress criteria met.
commons-3dd6cfd7c36b,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; an extreme-width real waterfront architecture panorama; no sensitive people or risky trademark visible.
commons-1f3ce98efe7c,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; a tall real building facade with repeating architectural lines; no sensitive people or risky trademark visible.
commons-af66757a9dfe,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; a wide real railway bridge scene with strong structure lines; no sensitive people or risky trademark visible.
commons-44765f4bbe9a,landscape_architecture_structure,select_pilot,landscape_architecture_structure,true,true,true,true,approved,approved_for_research_benchmark,true,codex,Viewed on landscape_architecture_structure pilot overview 01; a wide real castle facade with strong geometry; no sensitive people or risky trademark visible.
commons-0dce6da5024a,complex_mixed,select_pilot,complex_mixed,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on complex_mixed pilot overview 01; a real busy street market combining vehicles shops signs and a pedestrian; attribution and safety reviewed.
commons-100101862d08,complex_mixed,select_pilot,complex_mixed,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on complex_mixed pilot overview 01; a real food cart combining products vehicle signage lighting and people; attribution and safety reviewed.
commons-18e5100f5ff8,complex_mixed,select_pilot,complex_mixed,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on complex_mixed pilot overview 01; a real crowded night street with many signs shops and overlapping subjects; attribution and safety reviewed.
commons-2e9d4d1f99c8,complex_mixed,select_pilot,complex_mixed,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on complex_mixed pilot overview 01; a real night-market cooking scene combining people food equipment signs and background clutter; attribution reviewed.
commons-40d255242614,complex_mixed,select_pilot,complex_mixed,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on complex_mixed pilot overview 01; a real vendor scene combining products people price details and dense background elements; attribution reviewed.
commons-628e5dad5140,complex_mixed,select_pilot,complex_mixed,true,true,true,true,approved,approved_for_research_benchmark,false,codex,Viewed on complex_mixed pilot overview 01; a real restaurant stall combining menus text food equipment a person and complex lighting; attribution and safety reviewed.
commons-08663052f2c9,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-18d58fe71bbc,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-1fe0da7c0b87,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-289f52b3b117,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-2f03594080ec,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-2f906216c727,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-32e787fb985f,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-32f56b53027e,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-36ebdf2b31a2,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-3fe3f29d6ba3,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-52a30487d653,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-60d7ca5066c3,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-6d45c99b8673,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-6e53b75feb09,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-74124d22e7d9,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-760051ee30d1,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-797e4699b2ad,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-7bde8fac2155,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-820ff9b73ba3,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-84e3f4b0979e,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-880b3d503ecd,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-8dc4bd6cb9f3,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-9465ccbaff93,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-99d6f6d05e5a,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-9edb9ac52f97,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ae8993e7c19b,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-afe0d0c8bca5,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-bc205824fb6a,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-c1e79e98033e,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-c735a86bcd30,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-c968ebe8802f,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-d2b9e167d1eb,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-d433ae1b04fe,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e5092d95d704,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e67d3760b676,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e8ae5297a202,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-f347e9cc1005,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-fd82cf514c7a,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ffe99c7b9372,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-41da0a41ce89,chinese_dense_poster,select_heldout,chinese_dense_poster,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out chinese_dense_poster/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-83854b006fb2,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-83c3e3a85ed1,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-3dbdf1f5c742,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-d25d1c04e29c,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e2a5eaeeeeba,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e3ad06afb2e6,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e813c9c27412,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-0339fc90b919,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-0e61f4a430fc,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
