task_id,source_id,target_id,enabled
commons-52a30487d653__square-1024x1024,commons-52a30487d653,square-1024x1024,true
commons-52ee53c6aa31__square-1024x1024,commons-52ee53c6aa31,square-1024x1024,true
commons-53d86ead4d3d__square-1024x1024,commons-53d86ead4d3d,square-1024x1024,true
commons-548decb5b0c3__square-1024x1024,commons-548decb5b0c3,square-1024x1024,true
commons-54cb5efc32bb__square-1024x1024,commons-54cb5efc32bb,square-1024x1024,true
commons-557f284be9ad__square-1024x1024,commons-557f284be9ad,square-1024x1024,true
commons-5739558e1087__square-1024x1024,commons-5739558e1087,square-1024x1024,true
commons-5835540f49a3__square-1024x1024,commons-5835540f49a3,square-1024x1024,true
commons-5cdc5e28f230__square-1024x1024,commons-5cdc5e28f230,square-1024x1024,true
commons-5f8a143c4ebd__square-1024x1024,commons-5f8a143c4ebd,square-1024x1024,true
commons-60d7ca5066c3__square-1024x1024,commons-60d7ca5066c3,square-1024x1024,true
commons-624e88df24d0__square-1024x1024,commons-624e88df24d0,square-1024x1024,true
commons-62f6ac61102c__square-1024x1024,commons-62f6ac61102c,square-1024x1024,true
commons-63ea681b0d7f__square-1024x1024,commons-63ea681b0d7f,square-1024x1024,true
commons-67b736657324__square-1024x1024,commons-67b736657324,square-1024x1024,true
commons-6812acda0d17__square-1024x1024,commons-6812acda0d17,square-1024x1024,true
commons-684aade6d6f9__square-1024x1024,commons-684aade6d6f9,square-1024x1024,true
commons-68cac0b9bf76__square-1024x1024,commons-68cac0b9bf76,square-1024x1024,true
commons-68cdf70d15fd__square-1024x1024,commons-68cdf70d15fd,square-1024x1024,true
commons-69e21d28b38a__square-1024x1024,commons-69e21d28b38a,square-1024x1024,true
commons-6a7040786286__square-1024x1024,commons-6a7040786286,square-1024x1024,true
commons-6ac7e9152b8e__square-1024x1024,commons-6ac7e9152b8e,square-1024x1024,true
commons-6b6ae5553194__square-1024x1024,commons-6b6ae5553194,square-1024x1024,true
commons-6c0d94b2dd5d__square-1024x1024,commons-6c0d94b2dd5d,square-1024x1024,true
commons-6c5c711892ee__square-1024x1024,commons-6c5c711892ee,square-1024x1024,true
commons-6c864e1d89c6__square-1024x1024,commons-6c864e1d89c6,square-1024x1024,true
commons-6d0189a10955__square-1024x1024,commons-6d0189a10955,square-1024x1024,true
commons-6d45c99b8673__square-1024x1024,commons-6d45c99b8673,square-1024x1024,true
commons-6e53b75feb09__square-1024x1024,commons-6e53b75feb09,square-1024x1024,true
commons-6fe14feca25d__square-1024x1024,commons-6fe14feca25d,square-1024x1024,true
commons-6ff0b5afcdd1__square-1024x1024,commons-6ff0b5afcdd1,square-1024x1024,true
commons-70ea0d839d28__square-1024x1024,commons-70ea0d839d28,square-1024x1024,true
commons-7167c064c9e0__square-1024x1024,commons-7167c064c9e0,square-1024x1024,true
commons-7169458d2495__square-1024x1024,commons-7169458d2495,square-1024x1024,true
commons-73bc19abcbed__square-1024x1024,commons-73bc19abcbed,square-1024x1024,true
commons-74124d22e7d9__square-1024x1024,commons-74124d22e7d9,square-1024x1024,true
commons-760051ee30d1__square-1024x1024,commons-760051ee30d1,square-1024x1024,true
commons-77d37116a226__square-1024x1024,commons-77d37116a226,square-1024x1024,true
commons-77eb23c6000a__square-1024x1024,commons-77eb23c6000a,square-1024x1024,true
commons-78f98f8d485b__square-1024x1024,commons-78f98f8d485b,square-1024x1024,true
commons-797e4699b2ad__square-1024x1024,commons-797e4699b2ad,square-1024x1024,true
commons-7b4ccfd219b7__square-1024x1024,commons-7b4ccfd219b7,square-1024x1024,true
commons-7bde8fac2155__square-1024x1024,commons-7bde8fac2155,square-1024x1024,true
commons-7c5872fcbcbe__square-1024x1024,commons-7c5872fcbcbe,square-1024x1024,true
commons-7cd949fe7934__square-1024x1024,commons-7cd949fe7934,square-1024x1024,true
commons-7d0c597661b0__square-1024x1024,commons-7d0c597661b0,square-1024x1024,true
commons-7e943260abdc__square-1024x1024,commons-7e943260abdc,square-1024x1024,true
commons-8167d0ab8edc__square-1024x1024,commons-8167d0ab8edc,square-1024x1024,true
commons-820ff9b73ba3__square-1024x1024,commons-820ff9b73ba3,square-1024x1024,true
commons-83854b006fb2__square-1024x1024,commons-83854b006fb2,square-1024x1024,true
commons-83c3e3a85ed1__square-1024x1024,commons-83c3e3a85ed1,square-1024x1024,true
commons-8409bac07d6a__square-1024x1024,commons-8409bac07d6a,square-1024x1024,true
commons-84e3f4b0979e__square-1024x1024,commons-84e3f4b0979e,square-1024x1024,true
commons-8541f4448146__square-1024x1024,commons-8541f4448146,square-1024x1024,true
commons-880b3d503ecd__square-1024x1024,commons-880b3d503ecd,square-1024x1024,true
commons-89f6787ebb1d__square-1024x1024,commons-89f6787ebb1d,square-1024x1024,true
commons-8b38d62439f8__square-1024x1024,commons-8b38d62439f8,square-1024x1024,true
commons-8d61abbb73b7__square-1024x1024,commons-8d61abbb73b7,square-1024x1024,true
commons-8dc4bd6cb9f3__square-1024x1024,commons-8dc4bd6cb9f3,square-1024x1024,true
commons-8de3ceb20492__square-1024x1024,commons-8de3ceb20492,square-1024x1024,true
commons-90412cba315a__square-1024x1024,commons-90412cba315a,square-1024x1024,true
commons-90c64109f1f9__square-1024x1024,commons-90c64109f1f9,square-1024x1024,true
commons-91b571c10ab1__square-1024x1024,commons-91b571c10ab1,square-1024x1024,true
commons-940e1eff4ff0__square-1024x1024,commons-940e1eff4ff0,square-1024x1024,true
commons-94456e6ebfe1__square-1024x1024,commons-94456e6ebfe1,square-1024x1024,true
commons-9465ccbaff93__square-1024x1024,commons-9465ccbaff93,square-1024x1024,true
commons-94832ce9dc9c__square-1024x1024,commons-94832ce9dc9c,square-1024x1024,true
commons-94a70073985c__square-1024x1024,commons-94a70073985c,square-1024x1024,true
commons-964ed00d3811__square-1024x1024,commons-964ed00d3811,square-1024x1024,true
commons-9710e646ae0a__square-1024x1024,commons-9710e646ae0a,square-1024x1024,true
commons-9862892aac0e__square-1024x1024,commons-9862892aac0e,square-1024x1024,true
commons-9962b20de66b__square-1024x1024,commons-9962b20de66b,square-1024x1024,true
commons-99d6f6d05e5a__square-1024x1024,commons-99d6f6d05e5a,square-1024x1024,true
commons-9b604915d3ea__square-1024x1024,commons-9b604915d3ea,square-1024x1024,true
commons-9d8c2d44515b__square-1024x1024,commons-9d8c2d44515b,square-1024x1024,true
commons-9edb9ac52f97__square-1024x1024,commons-9edb9ac52f97,square-1024x1024,true
commons-a3edcb30c0dc__square-1024x1024,commons-a3edcb30c0dc,square-1024x1024,true
commons-ab2edbb198bc__square-1024x1024,commons-ab2edbb198bc,square-1024x1024,true
commons-ae8993e7c19b__square-1024x1024,commons-ae8993e7c19b,square-1024x1024,true
commons-afe0d0c8bca5__square-1024x1024,commons-afe0d0c8bca5,square-1024x1024,true
commons-b191e818f339__square-1024x1024,commons-b191e818f339,square-1024x1024,true
commons-b19eed2e5430__square-1024x1024,commons-b19eed2e5430,square-1024x1024,true
commons-b2a188353d0c__square-1024x1024,commons-b2a188353d0c,square-1024x1024,true
commons-b4a6d2df02a3__square-1024x1024,commons-b4a6d2df02a3,square-1024x1024,true
commons-b5925eb0dc48__square-1024x1024,commons-b5925eb0dc48,square-1024x1024,true
commons-b8c5450a2def__square-1024x1024,commons-b8c5450a2def,square-1024x1024,true
commons-baab83e0bffe__square-1024x1024,commons-baab83e0bffe,square-1024x1024,true
commons-bb530d1d5dfa__square-1024x1024,commons-bb530d1d5dfa,square-1024x1024,true
commons-bc205824fb6a__square-1024x1024,commons-bc205824fb6a,square-1024x1024,true
commons-bd2624413fed__square-1024x1024,commons-bd2624413fed,square-1024x1024,true
commons-bd7054e39a05__square-1024x1024,commons-bd7054e39a05,square-1024x1024,true
commons-be6749a9f67a__square-1024x1024,commons-be6749a9f67a,square-1024x1024,true
commons-c1c74d7160b0__square-1024x1024,commons-c1c74d7160b0,square-1024x1024,true
commons-c1e79e98033e__square-1024x1024,commons-c1e79e98033e,square-1024x1024,true
commons-c2ecf47fc53e__square-1024x1024,commons-c2ecf47fc53e,square-1024x1024,true
commons-c33b0d03044f__square-1024x1024,commons-c33b0d03044f,square-1024x1024,true
commons-c6756b92dd2c__square-1024x1024,commons-c6756b92dd2c,square-1024x1024,true
commons-c735a86bcd30__square-1024x1024,commons-c735a86bcd30,square-1024x1024,true
commons-c88189b7c9fc__square-1024x1024,commons-c88189b7c9fc,square-1024x1024,true
commons-c8a2ca1a1881__square-1024x1024,commons-c8a2ca1a1881,square-1024x1024,true
commons-c968ebe8802f__square-1024x1024,commons-c968ebe8802f,square-1024x1024,true
commons-c9cb0b4fc7c6__square-1024x1024,commons-c9cb0b4fc7c6,square-1024x1024,true
commons-cfcd187d2a4d__square-1024x1024,commons-cfcd187d2a4d,square-1024x1024,true
commons-d0875f01d9ab__square-1024x1024,commons-d0875f01d9ab,square-1024x1024,true
commons-d25d1c04e29c__square-1024x1024,commons-d25d1c04e29c,square-1024x1024,true
commons-d2b9e167d1eb__square-1024x1024,commons-d2b9e167d1eb,square-1024x1024,true
commons-d330f5ac392d__square-1024x1024,commons-d330f5ac392d,square-1024x1024,true
commons-d433ae1b04fe__square-1024x1024,commons-d433ae1b04fe,square-1024x1024,true
commons-d52c3d8ae78c__square-1024x1024,commons-d52c3d8ae78c,square-1024x1024,true
commons-d747b94892a9__square-1024x1024,commons-d747b94892a9,square-1024x1024,true
commons-e16f8127b39c__square-1024x1024,commons-e16f8127b39c,square-1024x1024,true
commons-e1c26eb6cb00__square-1024x1024,commons-e1c26eb6cb00,square-1024x1024,true
commons-e2242e34bb02__square-1024x1024,commons-e2242e34bb02,square-1024x1024,true
commons-e2a5eaeeeeba__square-1024x1024,commons-e2a5eaeeeeba,square-1024x1024,true
commons-e3ad06afb2e6__square-1024x1024,commons-e3ad06afb2e6,square-1024x1024,true
commons-e40c7501a8cb__square-1024x1024,commons-e40c7501a8cb,square-1024x1024,true
commons-e5092d95d704__square-1024x1024,commons-e5092d95d704,square-1024x1024,true
commons-e67d3760b676__square-1024x1024,commons-e67d3760b676,square-1024x1024,true
commons-e813c9c27412__square-1024x1024,commons-e813c9c27412,square-1024x1024,true
commons-e81bd409bbb9__square-1024x1024,commons-e81bd409bbb9,square-1024x1024,true
commons-e8ae5297a202__square-1024x1024,commons-e8ae5297a202,square-1024x1024,true
commons-e95728c630df__square-1024x1024,commons-e95728c630df,square-1024x1024,true
commons-eb2d55371836__square-1024x1024,commons-eb2d55371836,square-1024x1024,true
commons-ec2ee63efb64__square-1024x1024,commons-ec2ee63efb64,square-1024x1024,true
commons-ed89646d8701__square-1024x1024,commons-ed89646d8701,square-1024x1024,true
commons-ee5e8a6e26cc__square-1024x1024,commons-ee5e8a6e26cc,square-1024x1024,true
commons-ee698151dc66__square-1024x1024,commons-ee698151dc66,square-1024x1024,true
commons-ee83479efdf5__square-1024x1024,commons-ee83479efdf5,square-1024x1024,true
commons-ef08224d83be__square-1024x1024,commons-ef08224d83be,square-1024x1024,true
commons-ef4fcdd7565b__square-1024x1024,commons-ef4fcdd7565b,square-1024x1024,true
commons-f1b732bb9faa__square-1024x1024,commons-f1b732bb9faa,square-1024x1024,true
commons-f347e9cc1005__square-1024x1024,commons-f347e9cc1005,square-1024x1024,true
commons-f37c94b20ef9__square-1024x1024,commons-f37c94b20ef9,square-1024x1024,true
commons-f39ac294a168__square-1024x1024,commons-f39ac294a168,square-1024x1024,true
commons-fbe9ebc71343__square-1024x1024,commons-fbe9ebc71343,square-1024x1024,true
commons-fd33f0126f30__square-1024x1024,commons-fd33f0126f30,square-1024x1024,true
commons-fd82cf514c7a__square-1024x1024,commons-fd82cf514c7a,square-1024x1024,true
commons-fddc0e5e57be__square-1024x1024,commons-fddc0e5e57be,square-1024x1024,true
commons-ffe99c7b9372__square-1024x1024,commons-ffe99c7b9372,square-1024x1024,true
oi-0047534bb816eb48__square-1024x1024,oi-0047534bb816eb48,square-1024x1024,true
oi-00c8ef9bf591f4fb__square-1024x1024,oi-00c8ef9bf591f4fb,square-1024x1024,true
oi-00e8e1122ed9f31c__square-1024x1024,oi-00e8e1122ed9f31c,square-1024x1024,true
oi-0136f7c2e62f46ca__square-1024x1024,oi-0136f7c2e62f46ca,square-1024x1024,true
oi-02400d99c2eaf5cc__square-1024x1024,oi-02400d99c2eaf5cc,square-1024x1024,true
oi-0251452642908e43__square-1024x1024,oi-0251452642908e43,square-1024x1024,true
oi-026fa3777c04b863__square-1024x1024,oi-026fa3777c04b863,square-1024x1024,true
oi-031244297d177089__square-1024x1024,oi-031244297d177089,square-1024x1024,true
oi-038d1dae9fc162d4__square-1024x1024,oi-038d1dae9fc162d4,square-1024x1024,true
oi-040bd591585d0e6b__square-1024x1024,oi-040bd591585d0e6b,square-1024x1024,true
oi-043f3655deab6e7c__square-1024x1024,oi-043f3655deab6e7c,square-1024x1024,true
oi-07556da96e27ec13__square-1024x1024,oi-07556da96e27ec13,square-1024x1024,true
oi-0768715f98bd7563__square-1024x1024,oi-0768715f98bd7563,square-1024x1024,true
oi-07c9baa2741e5b90__square-1024x1024,oi-07c9baa2741e5b90,square-1024x1024,true
oi-080329408b96faa0__square-1024x1024,oi-080329408b96faa0,square-1024x1024,true
oi-08877441bb91eceb__square-1024x1024,oi-08877441bb91eceb,square-1024x1024,true
oi-093d610f36345097__square-1024x1024,oi-093d610f36345097,square-1024x1024,true
oi-09dd0671cd633432__square-1024x1024,oi-09dd0671cd633432,square-1024x1024,true
oi-0a4c4ab517c2900e__square-1024x1024,oi-0a4c4ab517c2900e,square-1024x1024,true
oi-0aad79bc03364c65__square-1024x1024,oi-0aad79bc03364c65,square-1024x1024,true
oi-0b1fbd3ba02701cd__square-1024x1024,oi-0b1fbd3ba02701cd,square-1024x1024,true
oi-0b5e89a49ffe9399__square-1024x1024,oi-0b5e89a49ffe9399,square-1024x1024,true
oi-0bb7bd87b4509fcd__square-1024x1024,oi-0bb7bd87b4509fcd,square-1024x1024,true
oi-0c8f84c8315e1d50__square-1024x1024,oi-0c8f84c8315e1d50,square-1024x1024,true
oi-15c473ae47357d22__square-1024x1024,oi-15c473ae47357d22,square-1024x1024,true
oi-36dd21f5006a6b69__square-1024x1024,oi-36dd21f5006a6b69,square-1024x1024,true
oi-6099f617c6ce7a39__square-1024x1024,oi-6099f617c6ce7a39,square-1024x1024,true
