source_id,proposed_scene,upstream_dataset,upstream_id,official_source,source_url,review_url,license_evidence_url,license,license_url,author,attribution,access_date,upstream_revision_timestamp,upstream_hash,original_width,original_height,review_width,review_height,source_aspect,pressure,difficulty_tier,orientation,resolution_eligible,review_sha256,phash,review_local_filename,download_status,discovery_reason
commons-40d255242614,complex_mixed,wikimedia_commons,File:DFC 2880 A smiling vendor chats with customers behind a colorful display of handmade sweets and floral arrangements at a busy night market.jpg,https://commons.wikimedia.org/wiki/File:DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg/1280px-DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,PattayaPatrol,PattayaPatrol — DFC 2880 A smiling vendor chats with customers behind a colorful display of handmade sweets and floral arrangements at a busy night market.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2026-04-17T02:47:17Z,sha1:4203db05690d284ebf9891443d3b5434973337fa,5568,3712,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,5932c1c299b536743457fd4e6551cbd6bfd86c379238d46a0fa661a63777c255,e0b582cadf655c88,candidate_review/commons-40d255242614.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg/1280px-DFC_2880_A_smiling_vendor_chats_with_customers_behind_a_colorful_display_of_handmade_sweets_and_floral_arrangements_at_a_busy_night_market.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-50f10beadb5f,complex_mixed,wikimedia_commons,File:DFC 1946 Night market scene along a busy street food vendors and brightly lit shops attract people milling under awnings and neon signs.jpg,https://commons.wikimedia.org/wiki/File:DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg/1280px-DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,PattayaPatrol,PattayaPatrol — DFC 1946 Night market scene along a busy street food vendors and brightly lit shops attract people milling under awnings and neon signs.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2026-04-24T05:20:48Z,sha1:79610109524c5b4c5b365a03beaa1304c0b0505f,5568,3712,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,d3e2059d866ae1a4e55055fdc66652badb547b8f2ffa57d9c2c1f1509582e0ee,9b312d6366a4a5af,candidate_review/commons-50f10beadb5f.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg/1280px-DFC_1946_Night_market_scene_along_a_busy_street_food_vendors_and_brightly_lit_shops_attract_people_milling_under_awnings_and_neon_signs.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-628e5dad5140,complex_mixed,wikimedia_commons,File:DFC 2593 A lone patron browses brightly lit food stalls in a bustling night market surrounded by colorful menu signs and steaming dishes.jpg,https://commons.wikimedia.org/wiki/File:DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg/1280px-DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,PattayaPatrol,PattayaPatrol — DFC 2593 A lone patron browses brightly lit food stalls in a bustling night market surrounded by colorful menu signs and steaming dishes.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2026-04-18T09:53:11Z,sha1:2d0c75deecb39b3404d93e49882e3b1cdc2937f6,5568,3712,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,40e0ba5bf5cb23c51e2a303f1826fea08bdbc22e0c9e72b370c12556b174a08e,c3e43b66099f948e,candidate_review/commons-628e5dad5140.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg/1280px-DFC_2593_A_lone_patron_browses_brightly_lit_food_stalls_in_a_bustling_night_market_surrounded_by_colorful_menu_signs_and_steaming_dishes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
oi-02da35e6e72d6816,complex_mixed,open_images_v7,02da35e6e72d6816,https://storage.googleapis.com/openimages/web/download_v7.html,https://open-images-dataset.s3.amazonaws.com/validation/02da35e6e72d6816.jpg,https://open-images-dataset.s3.amazonaws.com/validation/02da35e6e72d6816.jpg,https://www.flickr.com/photos/22707890@N03/2277350779,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,Alan Taylor,Alan Taylor — OT17 — CC BY 2.0 — via Open Images V7,2026-08-12,2018-04 validation metadata; V7 annotations,original-md5:LCrV7/RFi5x54iww05pvRA==,1024,450,1024,450,2.27555556,2.27555556,aspect_hard_2,landscape,true,a900f9e01bbc6604c59296d59435f9881ed6b2fa5be4266a643176476f77134e,e2c14c6ef17878b1,candidate_review/oi-02da35e6e72d6816.bin,downloaded,Open Images V7 validation bbox heuristic; evaluator-only discovery signal.
commons-059eb0390ab4,landscape_architecture_structure,wikimedia_commons,File:Castle of Estaing 15.jpg,https://commons.wikimedia.org/wiki/File:Castle_of_Estaing_15.jpg,https://upload.wikimedia.org/wikipedia/commons/2/26/Castle_of_Estaing_15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Castle_of_Estaing_15.jpg/1280px-Castle_of_Estaing_15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Castle_of_Estaing_15.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Krzysztof Golik,Krzysztof Golik — Castle of Estaing 15.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2018-09-05T18:24:54Z,sha1:75bbe9ecef385a0994e4cba6eb88df8d052eb09b,7156,2056,1280,368,3.47826087,3.47826087,aspect_extreme,landscape,true,18f253b119c612b35b231616b344cb18c0e8dd2516434a1212c99c5195e0e45f,92d0db1a2446cdbe,candidate_review/commons-059eb0390ab4.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-0e4a8b804c37,landscape_architecture_structure,wikimedia_commons,"File:Bonn, Post-Tower -- 2017 -- 2128.jpg","https://commons.wikimedia.org/wiki/File:Bonn,_Post-Tower_--_2017_--_2128.jpg",https://upload.wikimedia.org/wikipedia/commons/4/49/Bonn%2C_Post-Tower_--_2017_--_2128.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Bonn%2C_Post-Tower_--_2017_--_2128.jpg/1280px-Bonn%2C_Post-Tower_--_2017_--_2128.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Bonn,_Post-Tower_--_2017_--_2128.jpg#Licensing",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dietmar Rabich,"Dietmar Rabich — Bonn, Post-Tower -- 2017 -- 2128.jpg — CC BY-SA 4.0 — via Wikimedia Commons",2026-08-12,2017-08-25T08:56:17Z,sha1:e8ddb9eb092d70e5320c3a6f8055bf3a1ecf0104,5472,3648,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,c84dc54751711ecc5e2875a8d9cd9d70e1487b114a65b19b0101c613582f30b3,c097b9218d78ab0e,candidate_review/commons-0e4a8b804c37.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Bonn%2C_Post-Tower_--_2017_--_2128.jpg/1280px-Bonn%2C_Post-Tower_--_2017_--_2128.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-1a87898c1d6e,landscape_architecture_structure,wikimedia_commons,File:Ciudadela de Saladino (2001) 06.jpg,https://commons.wikimedia.org/wiki/File:Ciudadela_de_Saladino_(2001)_06.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Ciudadela_de_Saladino_%282001%29_06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/7/7d/Ciudadela_de_Saladino_%282001%29_06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Ciudadela_de_Saladino_(2001)_06.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,LBM1948,LBM1948 — Ciudadela de Saladino (2001) 06.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2023-02-23T16:43:09Z,sha1:83c267c86541281afa7d79ecad765076b928585f,988,2127,988,2127,0.46450400,2.15283401,aspect_hard_2,portrait,true,3a75edeae0ae1ec464f5255fc9481ae73d8e966772e2b4d28e84a3ae4bc20b41,81823ebbc083bf8c,candidate_review/commons-1a87898c1d6e.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-1f3ce98efe7c,landscape_architecture_structure,wikimedia_commons,"File:Building back façade, Avenida de Roma, Lisbon, Portugal julesvernex2.jpg","https://commons.wikimedia.org/wiki/File:Building_back_fa%C3%A7ade,_Avenida_de_Roma,_Lisbon,_Portugal_julesvernex2.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1a/Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg/1280px-Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Building_back_fa%C3%A7ade,_Avenida_de_Roma,_Lisbon,_Portugal_julesvernex2.jpg#Licensing",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Jules Verne Times Two,"Jules Verne Times Two — Building back façade, Avenida de Roma, Lisbon, Portugal julesvernex2.jpg — CC BY-SA 4.0 — via Wikimedia Commons",2026-08-12,2023-09-10T17:41:50Z,sha1:08fba23be4a9b6ccc6371965924538badf87364e,2098,4199,1280,2562,0.49960968,2.00156250,aspect_hard_2,portrait,true,71a20365552fcee6ce3e2d3dbf9f010ea557c533b75e421c90725f060da5e61f,d84936a166f1633e,candidate_review/commons-1f3ce98efe7c.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg/1280px-Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg/1280px-Building_back_fa%C3%A7ade%2C_Avenida_de_Roma%2C_Lisbon%2C_Portugal_julesvernex2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-24f9df3f7385,landscape_architecture_structure,wikimedia_commons,"File:Canberra (AU), Commonwealth Avenue Bridge -- 2019 -- 1817.jpg","https://commons.wikimedia.org/wiki/File:Canberra_(AU),_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg",https://upload.wikimedia.org/wikipedia/commons/9/98/Canberra_%28AU%29%2C_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Canberra_%28AU%29%2C_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg/1280px-Canberra_%28AU%29%2C_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Canberra_(AU),_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg#Licensing",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dietmar Rabich,"Dietmar Rabich — Canberra (AU), Commonwealth Avenue Bridge -- 2019 -- 1817.jpg — CC BY-SA 4.0 — via Wikimedia Commons",2026-08-12,2019-12-16T12:33:34Z,sha1:7ae49561e81b439f53408c1e9770fd43c8a10423,6720,3360,1280,640,2.00000000,2.00000000,aspect_hard_2,landscape,true,5bf746970f02658b3fbf6c4503c28c59fcbfc49ec8e6634c7703acf751a4959a,ea8f2f0286e86f72,candidate_review/commons-24f9df3f7385.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Canberra_%28AU%29%2C_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg/1280px-Canberra_%28AU%29%2C_Commonwealth_Avenue_Bridge_--_2019_--_1817.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-250da3e21405,landscape_architecture_structure,wikimedia_commons,File:Cloudy Symmetry (220499093).jpeg,https://commons.wikimedia.org/wiki/File:Cloudy_Symmetry_(220499093).jpeg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Cloudy_Symmetry_%28220499093%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Cloudy_Symmetry_%28220499093%29.jpeg/1280px-Cloudy_Symmetry_%28220499093%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Cloudy_Symmetry_(220499093).jpeg#Licensing,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Micha Pajocel,Micha Pajocel — Cloudy Symmetry (220499093).jpeg — CC BY-SA 3.0 — via Wikimedia Commons,2026-08-12,2019-01-23T20:21:58Z,sha1:b626a8f364952eab9c3a048fbaaef5e6f0661c66,2048,612,1280,382,3.35078534,3.35078534,aspect_extreme,landscape,true,f241291af056d12d5a5cab4f5073850fc0adcd509df3197f2ecf2fccdbef3552,fefa8696916fea80,candidate_review/commons-250da3e21405.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-2fad2cd9e16b,landscape_architecture_structure,wikimedia_commons,File:East facade of Unterlinden Museum 01.jpg,https://commons.wikimedia.org/wiki/File:East_facade_of_Unterlinden_Museum_01.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/East_facade_of_Unterlinden_Museum_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/East_facade_of_Unterlinden_Museum_01.jpg/1280px-East_facade_of_Unterlinden_Museum_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:East_facade_of_Unterlinden_Museum_01.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Krzysztof Golik,Krzysztof Golik — East facade of Unterlinden Museum 01.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2018-10-29T16:16:45Z,sha1:4a16e6337610330587212c3fdc4af425c495c046,9937,2891,1280,372,3.44086022,3.44086022,aspect_extreme,landscape,true,cb3171244f31640386a25cd605d9ea800ff860a68c77d7977192b6f3c189710b,afebe295d840b84f,candidate_review/commons-2fad2cd9e16b.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/East_facade_of_Unterlinden_Museum_01.jpg/1280px-East_facade_of_Unterlinden_Museum_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-344b989117df,landscape_architecture_structure,wikimedia_commons,File:(Venice) Hotel Principe - Facade on Grand Canal.jpg,https://commons.wikimedia.org/wiki/File:(Venice)_Hotel_Principe_-_Facade_on_Grand_Canal.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/%28Venice%29_Hotel_Principe_-_Facade_on_Grand_Canal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/%28Venice%29_Hotel_Principe_-_Facade_on_Grand_Canal.jpg/1280px-%28Venice%29_Hotel_Principe_-_Facade_on_Grand_Canal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:(Venice)_Hotel_Principe_-_Facade_on_Grand_Canal.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Didier Descouens,Didier Descouens — (Venice) Hotel Principe - Facade on Grand Canal.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2021-01-20T19:11:24Z,sha1:41f850474de7003024882beb18764510cdee6f75,10517,5401,1280,657,1.94824962,1.94824962,aspect_hard_1,landscape,true,f22d486c8ed09092296aaf8a26be2d127eadf48d1e2011336f7aa8a6b7ea3c0e,afaa8ed5d3119a3a,candidate_review/commons-344b989117df.bin,downloaded,Commons scene search supplement; visual scene review required.
commons-3dd6cfd7c36b,landscape_architecture_structure,wikimedia_commons,"File:Düsseldorf, Medienhafen -- 2015 -- 8173-4.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BCsseldorf,_Medienhafen_--_2015_--_8173-4.jpg",https://upload.wikimedia.org/wikipedia/commons/2/2a/D%C3%BCsseldorf%2C_Medienhafen_--_2015_--_8173-4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/D%C3%BCsseldorf%2C_Medienhafen_--_2015_--_8173-4.jpg/1280px-D%C3%BCsseldorf%2C_Medienhafen_--_2015_--_8173-4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:D%C3%BCsseldorf,_Medienhafen_--_2015_--_8173-4.jpg#Licensing",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dietmar Rabich,"Dietmar Rabich — Düsseldorf, Medienhafen -- 2015 -- 8173-4.jpg — CC BY-SA 4.0 — via Wikimedia Commons",2026-08-12,2022-02-27T10:14:18Z,sha1:dcc51622db48909ff4a67321e0e1a5aec6c18bb7,12357,3581,1280,371,3.45013477,3.45013477,aspect_extreme,landscape,true,036fac03423318fd5e6ab9bc77125115807c460b45c5dc06f31861002b465274,84bbc25a63a43c71,candidate_review/commons-3dd6cfd7c36b.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-44765f4bbe9a,landscape_architecture_structure,wikimedia_commons,File:Chillac 16 Château Façade b 2013.JPG,https://commons.wikimedia.org/wiki/File:Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG,https://upload.wikimedia.org/wikipedia/commons/8/82/Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG/1280px-Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG#Licensing,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Photo: JLPC / Wikimedia Commons,Photo: JLPC / Wikimedia Commons — Chillac 16 Château Façade b 2013.JPG — CC BY-SA 3.0 — via Wikimedia Commons,2026-08-12,2013-07-30T13:04:03Z,sha1:d6e6d84a18efbca7496a63fbc6bed303737ca9db,6222,2700,1280,555,2.30630631,2.30630631,aspect_hard_2,landscape,true,00ab2d0f2f1267c297f58f14e98c5436b741468e53ab22ac4716ccac86d822c3,d5bda22a5826de35,candidate_review/commons-44765f4bbe9a.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG/1280px-Chillac_16_Ch%C3%A2teau_Fa%C3%A7ade_b_2013.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-489e2f291392,landscape_architecture_structure,wikimedia_commons,File:Breizh 56 - an alre - porz sant goustan A.JPG,https://commons.wikimedia.org/wiki/File:Breizh_56_-_an_alre_-_porz_sant_goustan_A.JPG,https://upload.wikimedia.org/wikipedia/commons/7/7e/Breizh_56_-_an_alre_-_porz_sant_goustan_A.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Breizh_56_-_an_alre_-_porz_sant_goustan_A.JPG/1280px-Breizh_56_-_an_alre_-_porz_sant_goustan_A.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Breizh_56_-_an_alre_-_porz_sant_goustan_A.JPG#Licensing,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Farz brujunet,Farz brujunet — Breizh 56 - an alre - porz sant goustan A.JPG — CC BY-SA 3.0 — via Wikimedia Commons,2026-08-12,2012-09-18T21:13:56Z,sha1:b68337a30b6d8e769139cf47b536c2874f49274f,6152,1680,1280,350,3.65714286,3.65714286,aspect_extreme,landscape,true,30680661898dae77b17d891d754c2191e272e9126de9564fb4018fe8074d934d,a6e97b9216666991,candidate_review/commons-489e2f291392.bin,downloaded,Commons aspect-targeted query; visual scene review required.
